file	mouse	day	tissue	VSG	Percent	RPKM	hit_VSG	pct_id_vs_query	pct_id_vs_match	match_VSG_length	assembled_VSG_length
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN593_c0_g1_i1_1_26_1481_RC_Undetermined_S0_L001_R1_001	0.073554994904	604.587192047	gnl|BL_ORD_ID|322 Tb427VSG-601 : GB Accession KC613728 : 1455nt : Complete : contig4190.	100.0	100.0	1455	1455
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN530_c0_g1_i1_1_51_1536_RC_Undetermined_S0_L001_R1_001	0.0657473241647	540.411839511	gnl|BL_ORD_ID|4314 Tbb1125VSG-2781 : Internal partial : 1005nt : contig PacBio-203	62.3569023569	92.1393034826	1005	1485
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN115_c0_g1_i39_1_0_1465_RC_Undetermined_S0_L001_R1_001	0.00438200540835	36.0180073267	gnl|BL_ORD_ID|196 Tb427VSG-475 : GB Accession KC613608 : 1512nt : Complete : contig7752.	98.2935153584	95.2380952381	1512	1465
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN489_c0_g1_i2_1_0_1268_RC_Undetermined_S0_L001_R1_001	0.00115730753027	9.5125193194	gnl|BL_ORD_ID|4905 Tbb1125VSG-4178 : N-terminus partial : 1509nt : contig PacBio-2390	96.4511041009	81.0470510272	1509	1268
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN579_c0_g1_i17_2_4_1453_RC_Undetermined_S0_L001_R1_001	0.24588745865	2021.07835611	gnl|BL_ORD_ID|5779 Tbb1125VSG-5392 : Internal partial : 951nt : contig PacBio-109	52.0358868185	79.2849631966	951	1449
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN0_c0_g4_i1_1_4_1609_Undetermined_S0_L001_R1_001	2.16471138461	17792.901479	gnl|BL_ORD_ID|3781 Tbb1125VSG-1654 : Complete : 1551nt : contig PacBio-2451	96.6355140187	100.0	1551	1605
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN3_c0_g1_i1_1_2_1430_RC_Undetermined_S0_L001_R1_001	3.893860151	32005.6846987	gnl|BL_ORD_ID|4933 Tbb1125VSG-4203 : Complete : 1500nt : contig PacBio-242	89.3557422969	85.0666666667	1500	1428
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN551_c0_g1_i1_1_92_1547_Undetermined_S0_L001_R1_001	2.00482577298	16478.7175393	gnl|BL_ORD_ID|3943 Tbb1125VSG-2039 : C-terminus partial : 1281nt : contig Illumina-3397	84.0549828179	95.4722872756	1281	1455
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN70_c0_g2_i5_1_2_1350_RC_Undetermined_S0_L001_R1_001	0.0101398945371	83.3451266472	gnl|BL_ORD_ID|3058 Tbb1125VSG-509 : Complete : 1446nt : contig PacBio-2451	97.8486646884	91.2171507607	1446	1348
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN11_c0_g1_i1_1_45_1506_Undetermined_S0_L001_R1_001	0.324769475084	2669.45114006	gnl|BL_ORD_ID|2909 Tbb1125VSG-353 : Complete : 1461nt : contig Illumina-7825	100.0	100.0	1461	1461
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN496_c0_g1_i1_1_0_516_RC_Undetermined_S0_L001_R1_001	0.0017713658681	14.5597877844	gnl|BL_ORD_ID|4020 Tbb1125VSG-2122 : C-terminus partial : 912nt : contig PacBio-142	15.8914728682	8.99122807018	912	516
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN196_c0_g1_i7_1_1_1301_RC_Undetermined_S0_L001_R1_001	0.00213452352705	17.5447715993	gnl|BL_ORD_ID|1788 Tb427VSG-2348 : GB Accession KC669613 : 1405nt : Complete pseudogene : contig4954.	93.9230769231	86.9039145907	1405	1300
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN32_c0_g1_i1_1_788_1236_Undetermined_S0_L001_R1_001	0.418033515765	3436.03734603	gnl|BL_ORD_ID|504 Tb427VSG-784 : GB Accession KC613807 : 1614nt : Complete : contig910010.	42.8571428571	11.8959107807	1614	448
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN175_c0_g1_i2_1_2_1437_RC_Undetermined_S0_L001_R1_001	0.00287831316509	23.6583698576	gnl|BL_ORD_ID|3100 Tbb1125VSG-1013 : N-terminus partial : 1551nt : contig PacBio-2390	99.3031358885	91.8762088975	1551	1435
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN58_c1_g1_i10_1_18_1476_RC_Undetermined_S0_L001_R1_001	0.0	0.0	gnl|BL_ORD_ID|4595 Tbb1125VSG-3053 : Internal partial : 1590nt : contig PacBio-107	77.8463648834	71.3836477987	1590	1458
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN59_c0_g1_i1_1_28_1594_Undetermined_S0_L001_R1_001	0.211943279551	1742.07329393	gnl|BL_ORD_ID|129 Tb427VSG-407 : GB Accession KC613546 : 1548nt : Complete : contig6295.	94.3167305236	95.4134366925	1548	1566
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN125_c0_g1_i4_1_2_1366_RC_Undetermined_S0_L001_R1_001	0.0107949677746	88.7295181463	gnl|BL_ORD_ID|3007 Tbb1125VSG-460 : N-terminus partial : 1629nt : contig PacBio-195	96.6275659824	80.9085328422	1629	1364
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN77_c0_g1_i3_1_55_1443_Undetermined_S0_L001_R1_001	0.00298399494233	24.5270239719	gnl|BL_ORD_ID|37 Tb427VSG-314 : GB Accession KC613463 : 1635nt : Complete but extended : contig4956.	93.5878962536	79.4495412844	1635	1388
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN167_c0_g1_i1_1_49_1528_Undetermined_S0_L001_R1_001	0.0102652016979	84.3750921119	gnl|BL_ORD_ID|2854 Tbb1125VSG-297 : Complete : 1479nt : contig PacBio-176	99.5267072346	99.5267072346	1479	1479
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN4_c0_g2_i1_1_452_1651_Undetermined_S0_L001_R1_001	1.08703041648	8934.87475633	gnl|BL_ORD_ID|3660 Tbb1125VSG-1538 : N-terminus partial : 879nt : contig PacBio-269	72.810675563	99.3174061433	879	1199
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN641_c0_g1_i1_1_2_1535_RC_Undetermined_S0_L001_R1_001	0.00291349613123	23.947557162	gnl|BL_ORD_ID|2988 Tbb1125VSG-439 : Complete : 1722nt : contig PacBio-2266	8.15394651011	7.25900116144	1722	1533
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN67_c0_g1_i1_1_40_1382_Undetermined_S0_L001_R1_001	0.141500664556	1163.06838942	gnl|BL_ORD_ID|2023 Tb427VSG-3235 : GB Accession KC611844 : 1110nt : Internal partial : contig7892.	71.7585692996	86.7567567568	1110	1342
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN273_c0_g1_i4_1_147_1425_Undetermined_S0_L001_R1_001	0.0043026673911	35.3658864322	gnl|BL_ORD_ID|4967 Tbb1125VSG-4237 : N-terminus partial : 1278nt : contig PacBio-252	100.0	100.0	1278	1278
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN134_c0_g1_i17_1_2_1319_RC_Undetermined_S0_L001_R1_001	0.0	0.0	gnl|BL_ORD_ID|3017 Tbb1125VSG-470 : Complete almost : 1503nt : contig Illumina-6968	84.3583902809	73.9680426099	1502	1317
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN26_c0_g1_i1_1_43_1543_Undetermined_S0_L001_R1_001	0.230157651968	1891.78680133	gnl|BL_ORD_ID|400 Tb427VSG-680 : GB Accession KC611296 : 1368nt : C-terminus partial : contig7164.	6.26666666667	6.87134502924	1368	1500
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN157_c0_g1_i1_1_0_1486_RC_Undetermined_S0_L001_R1_001	0.0477929182036	392.835133142	gnl|BL_ORD_ID|9 Tb427VSG-12 : GB Accession AY935577 : 1506nt : Complete : contig4308.	96.9717362046	95.6839309429	1506	1486
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN102_c0_g1_i1_1_82_1525_Undetermined_S0_L001_R1_001	0.0209119968176	171.886701271	gnl|BL_ORD_ID|2886 Tbb1125VSG-324 : Complete : 1470nt : contig PacBio-3049	94.1787941788	92.4489795918	1470	1443
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN170_c0_g1_i4_1_78_1398_Undetermined_S0_L001_R1_001	0.00903980774138	74.3029346428	gnl|BL_ORD_ID|819 Tb427VSG-1280 : GB Accession KC612783 : 1329nt : N-terminus partial : contig3579.	91.7424242424	91.1211437171	1329	1320
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN15_c1_g1_i1_1_52_1516_Undetermined_S0_L001_R1_001	5.57397197015	45815.4074564	gnl|BL_ORD_ID|288 Tb427VSG-567 : GB Accession KC613694 : 1464nt : Complete : contig6541.	99.9316939891	99.9316939891	1464	1464
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN383_c0_g1_i5_1_16_1297_RC_Undetermined_S0_L001_R1_001	0.000277010252998	2.27689297303	gnl|BL_ORD_ID|2703 Tbb1125VSG-145 : Complete : 1518nt : contig PacBio-2390	96.5651834504	81.488801054	1518	1281
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN34_c0_g1_i7_1_1606_3076_Undetermined_S0_L001_R1_001	0.254694485454	2093.46794179	gnl|BL_ORD_ID|2607 Tbb1125VSG-34 : Complete : 1575nt : MC : contig Illumina-822	9.04761904762	8.44444444444	1575	1470
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN618_c0_g1_i2_1_40_1256_Undetermined_S0_L001_R1_001	0.0439214913093	361.01383918	gnl|BL_ORD_ID|2626 Tbb1125VSG-55 : Complete : 1338nt : MC : contig Illumina-356	98.9309210526	89.9103139013	1338	1216
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN34_c1_g2_i1_1_149_1529_Undetermined_S0_L001_R1_001	0.114253588361	939.110338582	gnl|BL_ORD_ID|96 Tb427VSG-374 : GB Accession KC613519 : 1440nt : Complete : contig6998.	6.3768115942	6.11111111111	1440	1380
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN29_c0_g1_i1_1_0_1525_RC_Undetermined_S0_L001_R1_001	1.43575502082	11801.2257038	gnl|BL_ORD_ID|3073 Tbb1125VSG-528 : Complete but extended : 1566nt : contig PacBio-2363	98.4262295082	95.8492975734	1566	1525
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN43_c0_g2_i1_1_135_1590_Undetermined_S0_L001_R1_001	0.295498766868	2428.85979323	gnl|BL_ORD_ID|735 Tb427VSG-1193 : GB Accession KC612700 : 1389nt : N-terminus partial : contig5124.	85.2920962199	89.3448524118	1389	1455
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN14_c0_g1_i1_1_51_1491_Undetermined_S0_L001_R1_001	0.664752098828	5463.94715087	gnl|BL_ORD_ID|5334 Tbb1125VSG-4895 : Internal partial : 1299nt : contig PacBio-102	72.5	80.3695150115	1299	1440
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN271_c0_g1_i9_1_51_1476_Undetermined_S0_L001_R1_001	0.00146737528513	12.061129288	gnl|BL_ORD_ID|282 Tb427VSG-561 : GB Accession KC613688 : 1467nt : Complete : contig4824.	95.3684210526	92.6380368098	1467	1425
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN144_c0_g1_i4_1_1_1358_RC_Undetermined_S0_L001_R1_001	0.00287068014955	23.595630088	gnl|BL_ORD_ID|2844 Tbb1125VSG-287 : Complete : 1482nt : contig PacBio-242	98.5261606485	90.2159244265	1482	1357
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN55_c0_g1_i2_1_86_1585_Undetermined_S0_L001_R1_001	0.235494489094	1935.65307278	gnl|BL_ORD_ID|202 Tb427VSG-481 : GB Accession KC612426 : 1509nt : Complete almost : contig8456.	98.6657771848	98.0119284294	1509	1499
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN185_c0_g1_i17_1_42_1357_Undetermined_S0_L001_R1_001	0.00129375656213	10.6340656826	gnl|BL_ORD_ID|5006 Tbb1125VSG-4273 : Complete : 1653nt : contig PacBio-2378	98.5551330798	78.4029038113	1653	1315
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN205_c0_g1_i7_1_78_1612_Undetermined_S0_L001_R1_001	0.00111462103815	9.16165658808	gnl|BL_ORD_ID|518 Tb427VSG-798 : GB Accession KC613821 : 1602nt : Complete but extended : contig3181.	91.7861799218	87.8901373283	1602	1534
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN336_c0_g1_i2_1_57_1452_Undetermined_S0_L001_R1_001	0.0109573870956	90.0645279759	gnl|BL_ORD_ID|2724 Tbb1125VSG-164 : Complete : 1563nt : contig PacBio-3049	97.9211469534	87.3960332694	1563	1395
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN194_c0_g1_i2_1_2_1305_RC_Undetermined_S0_L001_R1_001	0.0197082559662	161.992522062	gnl|BL_ORD_ID|3801 Tbb1125VSG-1674 : Complete : 1473nt : contig PacBio-307	95.9324635457	84.8608282417	1473	1303
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN430_c0_g1_i1_1_2_1398_RC_Undetermined_S0_L001_R1_001	0.00614446555482	50.5045943007	gnl|BL_ORD_ID|3380 Tbb1125VSG-1273 : N-terminus partial : 1302nt : contig PacBio-192	90.4011461318	96.9278033794	1302	1396
Undetermined_S0_L001_R1_001.fastq	Undetermined	S0	L001	TRINITY_DN148_c0_g1_i3_1_246_1397_Undetermined_S0_L001_R1_001	0.00264335670733	21.7271391473	gnl|BL_ORD_ID|2721 Tbb1125VSG-162 : Complete : 1563nt : contig PacBio-102	96.8722849696	71.3371721049	1563	1151
